,order_id,customer_id,order_placement_date,on_time,in_full,otif
2804,FMR317522502,789522,2022-03-16,1,1,1
2805,FMR319522302,789522,2022-03-16,1,1,1
2806,FMR317522603,789522,2022-03-16,1,1,1
2807,FMR319521201,789521,2022-03-16,1,1,1
2808,FMR318702402,789702,2022-03-16,1,1,1
2809,FMR318103203,789103,2022-03-16,1,1,1
2810,FMR318403603,789403,2022-03-16,1,1,1
2811,FMR319403402,789403,2022-03-16,1,1,1
2812,FMR319403403,789403,2022-03-16,1,1,1
2813,FMR317403602,789403,2022-03-16,1,1,1
2814,FMR318403602,789403,2022-03-16,1,1,1
2815,FMR319202302,789202,2022-03-16,1,1,1
2816,FMR317303303,789303,2022-03-16,1,1,1
2817,FMR318603203,789603,2022-03-16,1,1,1
2818,FMR317603103,789603,2022-03-16,1,1,1
2819,FMR320103203,789103,2022-03-17,1,0,0
2820,FMR319103602,789103,2022-03-17,1,0,0
2821,FMR318903403,789903,2022-03-17,1,0,0
2822,FMR320903402,789903,2022-03-17,1,0,0
2823,FMR319903603,789903,2022-03-17,1,0,0
2824,FMR320903302,789903,2022-03-17,1,0,0
2825,FMR318702503,789702,2022-03-17,1,0,0
2826,FMR319702501,789702,2022-03-17,1,0,0
2827,FMR319601403,789601,2022-03-17,1,0,0
2828,FMR319601501,789601,2022-03-17,1,0,0
2829,FMR318601601,789601,2022-03-17,1,0,0
2830,FMR320601302,789601,2022-03-17,1,0,0
2831,FMR320301601,789301,2022-03-17,1,0,0
2832,FMR319301602,789301,2022-03-17,1,0,0
2833,FMR320203302,789203,2022-03-17,1,0,0
2834,FMR319203401,789203,2022-03-17,1,0,0
2835,FMR318621601,789621,2022-03-17,1,0,0
2836,FMR318101602,789101,2022-03-17,1,0,0
2837,FMR320102501,789102,2022-03-17,1,0,0
2838,FMR319902301,789902,2022-03-17,1,0,0
2839,FMR319201302,789201,2022-03-17,1,0,0
2840,FMR318202203,789202,2022-03-17,1,0,0
2841,FMR320321103,789321,2022-03-17,1,0,0
2842,FMR318402402,789402,2022-03-17,1,0,0
2843,FMR320402601,789402,2022-03-17,1,0,0
2844,FMR318720303,789720,2022-03-17,1,0,0
2845,FMR320720101,789720,2022-03-17,1,0,0
2846,FMR318221502,789221,2022-03-17,1,0,0
2847,FMR320221303,789221,2022-03-17,1,0,0
2848,FMR319221103,789221,2022-03-17,1,0,0
2849,FMR320703402,789703,2022-03-17,1,0,0
2850,FMR318703601,789703,2022-03-17,1,0,0
2851,FMR318401601,789401,2022-03-17,1,0,0
2852,FMR319401502,789401,2022-03-17,1,0,0
2853,FMR318622502,789622,2022-03-17,1,0,0
2854,FMR319622603,789622,2022-03-17,1,0,0
2855,FMR320622601,789622,2022-03-17,1,0,0
2856,FMR318320501,789320,2022-03-17,1,0,0
2857,FMR320721502,789721,2022-03-17,1,0,0
2858,FMR319122403,789122,2022-03-17,1,0,0
2859,FMR320220603,789220,2022-03-17,1,0,0
2860,FMR320501602,789501,2022-03-17,1,0,0
2861,FMR319501502,789501,2022-03-17,1,0,0
2862,FMR320503503,789503,2022-03-17,1,0,0
2863,FMR318603502,789603,2022-03-17,1,0,0
2864,FMR320403503,789403,2022-03-17,1,0,0
2865,FMR318303602,789303,2022-03-17,1,0,0
2866,FMR320522603,789522,2022-03-17,1,0,0
2867,FMR319422501,789422,2022-03-17,1,0,0
2868,FMR319422101,789422,2022-03-17,1,0,0
2869,FMR318203102,789203,2022-03-17,0,0,0
2870,FMR318220302,789220,2022-03-17,0,0,0
2871,FMR318902302,789902,2022-03-17,0,0,0
2872,FMR318220501,789220,2022-03-17,0,0,0
2873,FMR318102203,789102,2022-03-17,0,0,0
2874,FMR320102402,789102,2022-03-17,0,0,0
2875,FMR320720403,789720,2022-03-17,0,0,0
2876,FMR319503202,789503,2022-03-17,0,0,0
2877,FMR318103102,789103,2022-03-17,0,0,0
2878,FMR320103502,789103,2022-03-17,0,0,0
2879,FMR319521103,789521,2022-03-17,0,0,0
2880,FMR318522403,789522,2022-03-17,0,0,0
2881,FMR320522301,789522,2022-03-17,0,0,0
2882,FMR319121501,789121,2022-03-17,0,0,0
2883,FMR318420302,789420,2022-03-17,0,0,0
2884,FMR319420601,789420,2022-03-17,0,0,0
2885,FMR319520203,789520,2022-03-17,0,0,0
2886,FMR320520601,789520,2022-03-17,0,0,0
2887,FMR320520401,789520,2022-03-17,0,0,0
2888,FMR318520202,789520,2022-03-17,0,0,0
2889,FMR318421602,789421,2022-03-17,0,0,0
2890,FMR319421601,789421,2022-03-17,0,0,0
2891,FMR319421501,789421,2022-03-17,0,0,0
2892,FMR318421303,789421,2022-03-17,0,0,0
2893,FMR319122602,789122,2022-03-17,0,0,0
2894,FMR318122602,789122,2022-03-17,0,0,0
2895,FMR318122401,789122,2022-03-17,0,0,0
2896,FMR318122103,789122,2022-03-17,0,0,0
2897,FMR319122103,789122,2022-03-17,0,0,0
2898,FMR318422601,789422,2022-03-17,0,1,0
2899,FMR318422501,789422,2022-03-17,0,1,0
2900,FMR319422202,789422,2022-03-17,0,1,0
2901,FMR319422601,789422,2022-03-17,0,1,0
2902,FMR320422303,789422,2022-03-17,0,1,0
2903,FMR318301603,789301,2022-03-17,0,1,0
2904,FMR318301602,789301,2022-03-17,0,1,0
2905,FMR318421501,789421,2022-03-17,0,1,0
2906,FMR320421603,789421,2022-03-17,0,1,0
2907,FMR318102403,789102,2022-03-17,0,1,0
2908,FMR320122502,789122,2022-03-17,0,1,0
2909,FMR318720603,789720,2022-03-17,0,1,0
2910,FMR319303602,789303,2022-03-17,0,1,0
2911,FMR320320102,789320,2022-03-17,0,1,0
2912,FMR319603101,789603,2022-03-17,0,1,0
2913,FMR319203202,789203,2022-03-17,0,1,0
2914,FMR319221203,789221,2022-03-17,0,1,0
2915,FMR320503102,789503,2022-03-17,0,1,0
2916,FMR319622203,789622,2022-03-17,0,1,0
2917,FMR320202301,789202,2022-03-17,0,1,0
2918,FMR320621201,789621,2022-03-17,0,1,0
2919,FMR319902502,789902,2022-03-17,0,1,0
2920,FMR318501102,789501,2022-03-17,0,1,0
2921,FMR319501201,789501,2022-03-17,0,1,0
2922,FMR320501303,789501,2022-03-17,0,1,0
2923,FMR319703401,789703,2022-03-17,0,1,0
2924,FMR319402302,789402,2022-03-17,0,1,0
2925,FMR318702101,789702,2022-03-17,0,1,0
2926,FMR319903101,789903,2022-03-17,0,1,0
2927,FMR319903103,789903,2022-03-17,0,1,0
2928,FMR319522501,789522,2022-03-17,0,1,0
2929,FMR319522503,789522,2022-03-17,0,1,0
2930,FMR318521502,789521,2022-03-17,0,1,0
2931,FMR319521403,789521,2022-03-17,0,1,0
2932,FMR320521601,789521,2022-03-17,0,1,0
2933,FMR320521302,789521,2022-03-17,0,1,0
2934,FMR320121601,789121,2022-03-17,0,1,0
2935,FMR320121603,789121,2022-03-17,0,1,0
2936,FMR319121103,789121,2022-03-17,0,1,0
2937,FMR320121103,789121,2022-03-17,0,1,0
2938,FMR318420102,789420,2022-03-17,0,1,0
2939,FMR320420103,789420,2022-03-17,0,1,0
2940,FMR319402601,789402,2022-03-17,1,1,1
2941,FMR320622102,789622,2022-03-17,1,1,1
2942,FMR318721601,789721,2022-03-17,1,1,1
2943,FMR319721602,789721,2022-03-17,1,1,1
2944,FMR320721401,789721,2022-03-17,1,1,1
2945,FMR319320501,789320,2022-03-17,1,1,1
2946,FMR319320403,789320,2022-03-17,1,1,1
2947,FMR318503301,789503,2022-03-17,1,1,1
2948,FMR318503201,789503,2022-03-17,1,1,1
2949,FMR319503601,789503,2022-03-17,1,1,1
2950,FMR320401601,789401,2022-03-17,1,1,1
2951,FMR320401303,789401,2022-03-17,1,1,1
2952,FMR319720203,789720,2022-03-17,1,1,1
2953,FMR320902601,789902,2022-03-17,1,1,1
2954,FMR318902101,789902,2022-03-17,1,1,1
2955,FMR320902401,789902,2022-03-17,1,1,1
2956,FMR320220203,789220,2022-03-17,1,1,1
2957,FMR318220403,789220,2022-03-17,1,1,1
2958,FMR319220403,789220,2022-03-17,1,1,1
2959,FMR319621403,789621,2022-03-17,1,1,1
2960,FMR320621403,789621,2022-03-17,1,1,1
2961,FMR319101603,789101,2022-03-17,1,1,1
2962,FMR320101602,789101,2022-03-17,1,1,1
2963,FMR318321602,789321,2022-03-17,1,1,1
2964,FMR318203202,789203,2022-03-17,1,1,1
2965,FMR319102401,789102,2022-03-17,1,1,1
2966,FMR318301203,789301,2022-03-17,1,1,1
2967,FMR318201503,789201,2022-03-17,1,1,1
2968,FMR319201502,789201,2022-03-17,1,1,1
2969,FMR320201503,789201,2022-03-17,1,1,1
2970,FMR319420501,789420,2022-03-17,1,1,1
2971,FMR320121503,789121,2022-03-17,1,1,1
2972,FMR319121602,789121,2022-03-17,1,1,1
2973,FMR320121201,789121,2022-03-17,1,1,1
2974,FMR320521301,789521,2022-03-17,1,1,1
2975,FMR319421403,789421,2022-03-17,1,1,1
2976,FMR320421602,789421,2022-03-17,1,1,1
2977,FMR318103501,789103,2022-03-17,1,1,1
2978,FMR320601401,789601,2022-03-17,1,1,1
2979,FMR319403102,789403,2022-03-17,1,1,1
2980,FMR318403403,789403,2022-03-17,1,1,1
2981,FMR318403503,789403,2022-03-17,1,1,1
2982,FMR319202403,789202,2022-03-17,1,1,1
2983,FMR320202402,789202,2022-03-17,1,1,1
2984,FMR319303402,789303,2022-03-17,1,1,1
2985,FMR320303502,789303,2022-03-17,1,1,1
2986,FMR319703602,789703,2022-03-17,1,1,1
2987,FMR320703103,789703,2022-03-17,1,1,1
2988,FMR319603503,789603,2022-03-17,1,1,1
2989,FMR320603603,789603,2022-03-17,1,1,1
2990,FMR320603103,789603,2022-03-17,1,1,1
2991,FMR319103402,789103,2022-03-18,1,0,0
2992,FMR319903403,789903,2022-03-18,1,0,0
2993,FMR321903603,789903,2022-03-18,1,0,0
2994,FMR321702602,789702,2022-03-18,1,0,0
2995,FMR320702502,789702,2022-03-18,1,0,0
2996,FMR320601501,789601,2022-03-18,1,0,0
2997,FMR321601403,789601,2022-03-18,1,0,0
2998,FMR321601103,789601,2022-03-18,1,0,0
2999,FMR320301603,789301,2022-03-18,1,0,0
3000,FMR319301601,789301,2022-03-18,1,0,0
3001,FMR319203601,789203,2022-03-18,1,0,0
3002,FMR320203303,789203,2022-03-18,1,0,0
3003,FMR319621402,789621,2022-03-18,1,0,0
3004,FMR319101401,789101,2022-03-18,1,0,0
3005,FMR321101601,789101,2022-03-18,1,0,0
3006,FMR321102501,789102,2022-03-18,1,0,0
3007,FMR320102403,789102,2022-03-18,1,0,0
3008,FMR319102202,789102,2022-03-18,1,0,0
3009,FMR319902501,789902,2022-03-18,1,0,0
3010,FMR319201603,789201,2022-03-18,1,0,0
3011,FMR319202601,789202,2022-03-18,1,0,0
3012,FMR321202601,789202,2022-03-18,1,0,0
3013,FMR320202401,789202,2022-03-18,1,0,0
3014,FMR319321603,789321,2022-03-18,1,0,0
3015,FMR320321503,789321,2022-03-18,1,0,0
3016,FMR321321302,789321,2022-03-18,1,0,0
3017,FMR321402501,789402,2022-03-18,1,0,0
3018,FMR320402503,789402,2022-03-18,1,0,0
3019,FMR321720301,789720,2022-03-18,1,0,0
3020,FMR319720503,789720,2022-03-18,1,0,0
3021,FMR319221202,789221,2022-03-18,1,0,0
3022,FMR320221201,789221,2022-03-18,1,0,0
3023,FMR321221602,789221,2022-03-18,1,0,0
3024,FMR321401601,789401,2022-03-18,1,0,0
3025,FMR320622603,789622,2022-03-18,1,0,0
3026,FMR321320503,789320,2022-03-18,1,0,0
3027,FMR319320402,789320,2022-03-18,1,0,0
3028,FMR321122501,789122,2022-03-18,1,0,0
3029,FMR320122602,789122,2022-03-18,1,0,0
3030,FMR319122301,789122,2022-03-18,1,0,0
3031,FMR319220302,789220,2022-03-18,1,0,0
3032,FMR321520402,789520,2022-03-18,1,0,0
3033,FMR321520201,789520,2022-03-18,1,0,0
3034,FMR320520501,789520,2022-03-18,1,0,0
3035,FMR319501503,789501,2022-03-18,1,0,0
3036,FMR321501502,789501,2022-03-18,1,0,0
3037,FMR320501603,789501,2022-03-18,1,0,0
3038,FMR319503301,789503,2022-03-18,1,0,0
3039,FMR319603602,789603,2022-03-18,1,0,0
3040,FMR321603603,789603,2022-03-18,1,0,0
3041,FMR321403601,789403,2022-03-18,1,0,0
3042,FMR321421501,789421,2022-03-18,1,0,0
3043,FMR321303601,789303,2022-03-18,1,0,0
3044,FMR319522401,789522,2022-03-18,1,0,0
3045,FMR321402102,789402,2022-03-18,0,0,0
3046,FMR320203502,789203,2022-03-18,0,0,0
3047,FMR321201502,789201,2022-03-18,0,0,0
3048,FMR319621601,789621,2022-03-18,0,0,0
3049,FMR320101303,789101,2022-03-18,0,0,0
3050,FMR321101401,789101,2022-03-18,0,0,0
3051,FMR319103303,789103,2022-03-18,0,0,0
3052,FMR319103503,789103,2022-03-18,0,0,0
3053,FMR319601202,789601,2022-03-18,0,0,0
3054,FMR319601603,789601,2022-03-18,0,0,0
3055,FMR319702202,789702,2022-03-18,0,0,0
3056,FMR320702603,789702,2022-03-18,0,0,0
3057,FMR320521501,789521,2022-03-18,0,0,0
3058,FMR321522102,789522,2022-03-18,0,0,0
3059,FMR320522403,789522,2022-03-18,0,0,0
3060,FMR321522403,789522,2022-03-18,0,0,0
3061,FMR320522602,789522,2022-03-18,0,0,0
3062,FMR320422502,789422,2022-03-18,0,0,0
3063,FMR321422402,789422,2022-03-18,0,0,0
3064,FMR321422601,789422,2022-03-18,0,0,0
3065,FMR321420501,789420,2022-03-18,0,0,0
3066,FMR321520203,789520,2022-03-18,0,0,0
3067,FMR320520102,789520,2022-03-18,0,0,0
3068,FMR321520102,789520,2022-03-18,0,0,0
3069,FMR319520501,789520,2022-03-18,0,0,0
3070,FMR319520103,789520,2022-03-18,0,0,0
3071,FMR321421502,789421,2022-03-18,0,0,0
3072,FMR321421302,789421,2022-03-18,0,0,0
3073,FMR319421303,789421,2022-03-18,0,0,0
3074,FMR321122503,789122,2022-03-18,0,0,0
3075,FMR320122401,789122,2022-03-18,0,0,0
3076,FMR319122603,789122,2022-03-18,0,0,0
3077,FMR321422602,789422,2022-03-18,0,1,0
3078,FMR320421203,789421,2022-03-18,0,1,0
3079,FMR320421301,789421,2022-03-18,0,1,0
3080,FMR319102501,789102,2022-03-18,0,1,0
3081,FMR319720602,789720,2022-03-18,0,1,0
3082,FMR321320301,789320,2022-03-18,0,1,0
3083,FMR319603402,789603,2022-03-18,0,1,0
3084,FMR319603201,789603,2022-03-18,0,1,0
3085,FMR320721603,789721,2022-03-18,0,1,0
3086,FMR319721401,789721,2022-03-18,0,1,0
3087,FMR320321303,789321,2022-03-18,0,1,0
3088,FMR320221101,789221,2022-03-18,0,1,0
3089,FMR319503403,789503,2022-03-18,0,1,0
3090,FMR320503201,789503,2022-03-18,0,1,0
3091,FMR319503401,789503,2022-03-18,0,1,0
3092,FMR319622402,789622,2022-03-18,0,1,0
3093,FMR320621503,789621,2022-03-18,0,1,0
3094,FMR320101402,789101,2022-03-18,0,1,0
3095,FMR320703603,789703,2022-03-18,0,1,0
3096,FMR320220103,789220,2022-03-18,0,1,0
3097,FMR320201103,789201,2022-03-18,0,1,0
3098,FMR320402301,789402,2022-03-18,0,1,0
3099,FMR320702403,789702,2022-03-18,0,1,0
3100,FMR319903201,789903,2022-03-18,0,1,0
3101,FMR319522102,789522,2022-03-18,0,1,0
3102,FMR319522301,789522,2022-03-18,0,1,0
3103,FMR320522503,789522,2022-03-18,0,1,0
3104,FMR321522603,789522,2022-03-18,0,1,0
3105,FMR319521402,789521,2022-03-18,0,1,0
3106,FMR319521503,789521,2022-03-18,0,1,0
3107,FMR320521401,789521,2022-03-18,0,1,0
3108,FMR320121203,789121,2022-03-18,0,1,0
3109,FMR319121102,789121,2022-03-18,0,1,0
3110,FMR320121502,789121,2022-03-18,0,1,0
3111,FMR321121101,789121,2022-03-18,0,1,0
3112,FMR320420502,789420,2022-03-18,0,1,0
3113,FMR319420301,789420,2022-03-18,0,1,0
3114,FMR320420301,789420,2022-03-18,0,1,0
3115,FMR319420503,789420,2022-03-18,0,1,0
3116,FMR319420303,789420,2022-03-18,0,1,0
3117,FMR319402201,789402,2022-03-18,1,1,1
3118,FMR320402303,789402,2022-03-18,1,1,1
3119,FMR321402603,789402,2022-03-18,1,1,1
3120,FMR321622501,789622,2022-03-18,1,1,1
3121,FMR319622601,789622,2022-03-18,1,1,1
3122,FMR319221601,789221,2022-03-18,1,1,1
3123,FMR321721602,789721,2022-03-18,1,1,1
3124,FMR319721503,789721,2022-03-18,1,1,1
3125,FMR320721601,789721,2022-03-18,1,1,1
3126,FMR320721501,789721,2022-03-18,1,1,1
3127,FMR320320602,789320,2022-03-18,1,1,1
3128,FMR321503302,789503,2022-03-18,1,1,1
3129,FMR320503101,789503,2022-03-18,1,1,1
3130,FMR319401403,789401,2022-03-18,1,1,1
3131,FMR320720503,789720,2022-03-18,1,1,1
3132,FMR320902102,789902,2022-03-18,1,1,1
3133,FMR320902201,789902,2022-03-18,1,1,1
3134,FMR321902603,789902,2022-03-18,1,1,1
3135,FMR319902602,789902,2022-03-18,1,1,1
3136,FMR320220602,789220,2022-03-18,1,1,1
3137,FMR321220601,789220,2022-03-18,1,1,1
3138,FMR320621602,789621,2022-03-18,1,1,1
3139,FMR321621502,789621,2022-03-18,1,1,1
3140,FMR321101502,789101,2022-03-18,1,1,1
3141,FMR321203301,789203,2022-03-18,1,1,1
3142,FMR321301502,789301,2022-03-18,1,1,1
3143,FMR321301101,789301,2022-03-18,1,1,1
3144,FMR320201403,789201,2022-03-18,1,1,1
3145,FMR321201601,789201,2022-03-18,1,1,1
3146,FMR321121501,789121,2022-03-18,1,1,1
3147,FMR321121603,789121,2022-03-18,1,1,1
3148,FMR319422502,789422,2022-03-18,1,1,1
3149,FMR320422501,789422,2022-03-18,1,1,1
3150,FMR319521203,789521,2022-03-18,1,1,1
3151,FMR320521402,789521,2022-03-18,1,1,1
3152,FMR319521601,789521,2022-03-18,1,1,1
3153,FMR320103501,789103,2022-03-18,1,1,1
3154,FMR319520601,789520,2022-03-18,1,1,1
3155,FMR319403502,789403,2022-03-18,1,1,1
3156,FMR320403303,789403,2022-03-18,1,1,1
3157,FMR319202201,789202,2022-03-18,1,1,1
3158,FMR320303203,789303,2022-03-18,1,1,1
3159,FMR319303101,789303,2022-03-18,1,1,1
3160,FMR321703502,789703,2022-03-18,1,1,1
3161,FMR320703601,789703,2022-03-18,1,1,1
3162,FMR322103201,789103,2022-03-19,1,0,0
3163,FMR321103601,789103,2022-03-19,1,0,0
3164,FMR322903501,789903,2022-03-19,1,0,0
3165,FMR320702601,789702,2022-03-19,1,0,0
3166,FMR322702603,789702,2022-03-19,1,0,0
3167,FMR322601402,789601,2022-03-19,1,0,0
3168,FMR320601502,789601,2022-03-19,1,0,0
3169,FMR322601502,789601,2022-03-19,1,0,0
3170,FMR321601303,789601,2022-03-19,1,0,0
3171,FMR321301602,789301,2022-03-19,1,0,0
3172,FMR322301603,789301,2022-03-19,1,0,0
3173,FMR322203601,789203,2022-03-19,1,0,0
3174,FMR320621603,789621,2022-03-19,1,0,0
3175,FMR322621502,789621,2022-03-19,1,0,0
3176,FMR321101102,789101,2022-03-19,1,0,0
3177,FMR322101503,789101,2022-03-19,1,0,0
3178,FMR322102603,789102,2022-03-19,1,0,0
3179,FMR322902302,789902,2022-03-19,1,0,0
3180,FMR322201403,789201,2022-03-19,1,0,0
3181,FMR322202603,789202,2022-03-19,1,0,0
3182,FMR321321502,789321,2022-03-19,1,0,0
3183,FMR320321403,789321,2022-03-19,1,0,0
3184,FMR322321602,789321,2022-03-19,1,0,0
3185,FMR322321202,789321,2022-03-19,1,0,0
3186,FMR320402602,789402,2022-03-19,1,0,0
3187,FMR322720501,789720,2022-03-19,1,0,0
3188,FMR320221402,789221,2022-03-19,1,0,0
3189,FMR322221502,789221,2022-03-19,1,0,0
3190,FMR320703301,789703,2022-03-19,1,0,0
3191,FMR322703601,789703,2022-03-19,1,0,0
3192,FMR320401501,789401,2022-03-19,1,0,0
3193,FMR321401602,789401,2022-03-19,1,0,0
3194,FMR322401602,789401,2022-03-19,1,0,0
3195,FMR320622502,789622,2022-03-19,1,0,0
3196,FMR321721402,789721,2022-03-19,1,0,0
3197,FMR322721602,789721,2022-03-19,1,0,0
3198,FMR321721103,789721,2022-03-19,1,0,0
3199,FMR320122302,789122,2022-03-19,1,0,0
3200,FMR322122601,789122,2022-03-19,1,0,0
3201,FMR320220501,789220,2022-03-19,1,0,0
3202,FMR320520602,789520,2022-03-19,1,0,0
3203,FMR321520401,789520,2022-03-19,1,0,0
3204,FMR321501503,789501,2022-03-19,1,0,0
3205,FMR320503602,789503,2022-03-19,1,0,0
3206,FMR322403503,789403,2022-03-19,1,0,0
3207,FMR321421102,789421,2022-03-19,1,0,0
3208,FMR322421101,789421,2022-03-19,1,0,0
3209,FMR320421202,789421,2022-03-19,1,0,0
3210,FMR320303601,789303,2022-03-19,1,0,0
3211,FMR320521603,789521,2022-03-19,1,0,0
3212,FMR322521402,789521,2022-03-19,1,0,0
3213,FMR321622502,789622,2022-03-19,0,0,0
3214,FMR321201602,789201,2022-03-19,0,0,0
3215,FMR320201303,789201,2022-03-19,0,0,0
3216,FMR322703603,789703,2022-03-19,0,0,0
3217,FMR321603302,789603,2022-03-19,0,0,0
3218,FMR321301201,789301,2022-03-19,0,0,0
3219,FMR321401201,789401,2022-03-19,0,0,0
3220,FMR322720601,789720,2022-03-19,0,0,0
3221,FMR320221301,789221,2022-03-19,0,0,0
3222,FMR321501203,789501,2022-03-19,0,0,0
3223,FMR321501402,789501,2022-03-19,0,0,0
3224,FMR321501603,789501,2022-03-19,0,0,0
3225,FMR320103603,789103,2022-03-19,0,0,0
3226,FMR320903403,789903,2022-03-19,0,0,0
3227,FMR322903201,789903,2022-03-19,0,0,0
3228,FMR322702103,789702,2022-03-19,0,0,0
3229,FMR320521203,789521,2022-03-19,0,0,0
3230,FMR321521403,789521,2022-03-19,0,0,0
3231,FMR321521603,789521,2022-03-19,0,0,0
3232,FMR320521602,789521,2022-03-19,0,0,0
3233,FMR322521601,789521,2022-03-19,0,0,0
3234,FMR322522601,789522,2022-03-19,0,0,0
3235,FMR322422103,789422,2022-03-19,0,0,0
3236,FMR321121402,789121,2022-03-19,0,0,0
3237,FMR322121303,789121,2022-03-19,0,0,0
3238,FMR322520602,789520,2022-03-19,0,0,0
3239,FMR320520301,789520,2022-03-19,0,0,0
3240,FMR320520101,789520,2022-03-19,0,0,0
3241,FMR321421301,789421,2022-03-19,0,0,0
3242,FMR320421201,789421,2022-03-19,0,0,0
3243,FMR322421601,789421,2022-03-19,0,0,0
3244,FMR320421302,789421,2022-03-19,0,0,0
3245,FMR322421303,789421,2022-03-19,0,0,0
3246,FMR322122502,789122,2022-03-19,0,0,0
3247,FMR321122403,789122,2022-03-19,0,0,0
3248,FMR320122503,789122,2022-03-19,0,0,0
3249,FMR321122302,789122,2022-03-19,0,0,0
3250,FMR320422102,789422,2022-03-19,0,1,0
3251,FMR320422302,789422,2022-03-19,0,1,0
3252,FMR322422603,789422,2022-03-19,0,1,0
3253,FMR320421501,789421,2022-03-19,0,1,0
3254,FMR320102203,789102,2022-03-19,0,1,0
3255,FMR322102102,789102,2022-03-19,0,1,0
3256,FMR321102502,789102,2022-03-19,0,1,0
3257,FMR320122501,789122,2022-03-19,0,1,0
3258,FMR321122601,789122,2022-03-19,0,1,0
3259,FMR322720301,789720,2022-03-19,0,1,0
3260,FMR320303101,789303,2022-03-19,0,1,0
3261,FMR321320602,789320,2022-03-19,0,1,0
3262,FMR322320603,789320,2022-03-19,0,1,0
3263,FMR320321301,789321,2022-03-19,0,1,0
3264,FMR321321503,789321,2022-03-19,0,1,0
3265,FMR322321101,789321,2022-03-19,0,1,0
3266,FMR322221401,789221,2022-03-19,0,1,0
3267,FMR321520503,789520,2022-03-19,0,1,0
3268,FMR321520202,789520,2022-03-19,0,1,0
3269,FMR322503101,789503,2022-03-19,0,1,0
3270,FMR320503103,789503,2022-03-19,0,1,0
3271,FMR321622103,789622,2022-03-19,0,1,0
3272,FMR322501201,789501,2022-03-19,0,1,0
3273,FMR320703102,789703,2022-03-19,0,1,0
3274,FMR322703201,789703,2022-03-19,0,1,0
3275,FMR320220502,789220,2022-03-19,0,1,0
3276,FMR320201601,789201,2022-03-19,0,1,0
3277,FMR321402303,789402,2022-03-19,0,1,0
3278,FMR320601601,789601,2022-03-19,0,1,0
3279,FMR320903203,789903,2022-03-19,0,1,0
3280,FMR321103403,789103,2022-03-19,0,1,0
3281,FMR321103401,789103,2022-03-19,0,1,0
3282,FMR322522503,789522,2022-03-19,0,1,0
3283,FMR320522601,789522,2022-03-19,0,1,0
3284,FMR320522401,789522,2022-03-19,0,1,0
3285,FMR322521302,789521,2022-03-19,0,1,0
3286,FMR320521303,789521,2022-03-19,0,1,0
3287,FMR322521501,789521,2022-03-19,0,1,0
3288,FMR321121602,789121,2022-03-19,0,1,0
3289,FMR322121101,789121,2022-03-19,0,1,0
3290,FMR320420603,789420,2022-03-19,0,1,0
3291,FMR322402303,789402,2022-03-19,1,1,1
3292,FMR321402503,789402,2022-03-19,1,1,1
3293,FMR322402601,789402,2022-03-19,1,1,1
3294,FMR321221301,789221,2022-03-19,1,1,1
3295,FMR320721602,789721,2022-03-19,1,1,1
3296,FMR320320503,789320,2022-03-19,1,1,1
3297,FMR321320303,789320,2022-03-19,1,1,1
3298,FMR321320101,789320,2022-03-19,1,1,1
3299,FMR322503503,789503,2022-03-19,1,1,1
3300,FMR321503503,789503,2022-03-19,1,1,1
3301,FMR321503201,789503,2022-03-19,1,1,1
3302,FMR320720201,789720,2022-03-19,1,1,1
3303,FMR321720402,789720,2022-03-19,1,1,1
3304,FMR321720603,789720,2022-03-19,1,1,1
3305,FMR320902402,789902,2022-03-19,1,1,1
3306,FMR321902602,789902,2022-03-19,1,1,1
3307,FMR321220603,789220,2022-03-19,1,1,1
3308,FMR322220501,789220,2022-03-19,1,1,1
3309,FMR322220401,789220,2022-03-19,1,1,1
3310,FMR321621503,789621,2022-03-19,1,1,1
3311,FMR320101102,789101,2022-03-19,1,1,1
3312,FMR321101402,789101,2022-03-19,1,1,1
3313,FMR320101103,789101,2022-03-19,1,1,1
3314,FMR320321602,789321,2022-03-19,1,1,1
3315,FMR320203603,789203,2022-03-19,1,1,1
3316,FMR320102601,789102,2022-03-19,1,1,1
3317,FMR321102602,789102,2022-03-19,1,1,1
3318,FMR321301403,789301,2022-03-19,1,1,1
3319,FMR320201602,789201,2022-03-19,1,1,1
3320,FMR322420401,789420,2022-03-19,1,1,1
3321,FMR321121303,789121,2022-03-19,1,1,1
3322,FMR321522103,789522,2022-03-19,1,1,1
3323,FMR321422603,789422,2022-03-19,1,1,1
3324,FMR322521102,789521,2022-03-19,1,1,1
3325,FMR321702502,789702,2022-03-19,1,1,1
3326,FMR320103403,789103,2022-03-19,1,1,1
3327,FMR321903602,789903,2022-03-19,1,1,1
3328,FMR321903601,789903,2022-03-19,1,1,1
3329,FMR322520603,789520,2022-03-19,1,1,1
3330,FMR320403403,789403,2022-03-19,1,1,1
3331,FMR320403603,789403,2022-03-19,1,1,1
3332,FMR321403603,789403,2022-03-19,1,1,1
3333,FMR320202502,789202,2022-03-19,1,1,1
3334,FMR321202502,789202,2022-03-19,1,1,1
3335,FMR321303402,789303,2022-03-19,1,1,1
3336,FMR322303602,789303,2022-03-19,1,1,1
3337,FMR321703603,789703,2022-03-19,1,1,1
3338,FMR321603601,789603,2022-03-19,1,1,1
3339,FMR320603301,789603,2022-03-19,1,1,1
3340,FMR322603401,789603,2022-03-19,1,1,1
